id,gold_label,gpt_result,gpt_result_mapped
4885,irony,E:,stereotypical
4886,irony,E:,stereotypical
4887,irony,E:,stereotypical
4888,irony,C:,inferiority
4889,irony,E:,stereotypical
4890,irony,E:,stereotypical
4891,irony,F:,threatening
4892,irony,E:,stereotypical
4893,irony,E:,stereotypical
4894,white_grievance,B:,incitement
4895,white_grievance,E:,stereotypical
4896,threatening,B:,incitement
4897,irony,B:,incitement
4898,threatening,C:,inferiority
4899,inferiority,E:,stereotypical
4900,inferiority,C:,inferiority
4901,white_grievance,F:,threatening
4902,irony,E:,stereotypical
4903,irony,E:,stereotypical
4904,irony,C:,inferiority
4905,irony,E:,stereotypical
4906,stereotypical,E:,stereotypical
4907,irony,E:,stereotypical
4908,threatening,F:,threatening
4909,irony,E:,stereotypical
4910,white_grievance,E:,stereotypical
4911,irony,C:,inferiority
4912,irony,E:,stereotypical
4913,irony,E:,stereotypical
4914,irony,E:,stereotypical
4915,irony,E:,stereotypical
4916,irony,E:,stereotypical
4917,threatening,C:,inferiority
4918,inferiority,E:,stereotypical
4919,inferiority,E:,stereotypical
4920,irony,C:,inferiority
4921,inferiority,F:,threatening
4922,irony,E:,stereotypical
4923,white_grievance,E:,stereotypical
4924,inferiority,E:,stereotypical
4925,irony,F:,threatening
4926,incitement,E:,stereotypical
4927,white_grievance,E:,stereotypical
4928,inferiority,E:,stereotypical
4929,white_grievance,E:,stereotypical
4930,inferiority,C:,inferiority
4931,white_grievance,E:,stereotypical
4932,threatening,E:,stereotypical
4933,inferiority,E:,stereotypical
4934,irony,E:,stereotypical
4935,stereotypical,E:,stereotypical
4936,white_grievance,E:,stereotypical
4937,white_grievance,E:,stereotypical
4938,irony,C:,inferiority
4939,irony,E:,stereotypical
4940,inferiority,B:,incitement
4941,white_grievance,F:,threatening
4942,white_grievance,E:,stereotypical
4943,irony,E:,stereotypical
4944,stereotypical,C:,inferiority
4945,irony,E:,stereotypical
4946,irony,E:,stereotypical
4947,irony,C:,inferiority
4948,stereotypical,E:,stereotypical
4949,irony,E:,stereotypical
4950,incitement,E:,stereotypical
4951,white_grievance,C:,inferiority
4952,incitement,E:,stereotypical
4953,irony,E:,stereotypical
4954,irony,E:,stereotypical
4955,irony,C:,inferiority
4956,threatening,E:,stereotypical
4957,irony,E:,stereotypical
4958,irony,E:,stereotypical
4959,incitement,E:,stereotypical
4960,irony,E:,stereotypical
4961,irony,C:,inferiority
4962,irony,E:,stereotypical
4963,white_grievance,E:,stereotypical
4964,white_grievance,E:,stereotypical
4965,stereotypical,F:,threatening
4966,threatening,C:,inferiority
4967,stereotypical,E:,stereotypical
4968,irony,E:,stereotypical
4969,inferiority,E:,stereotypical
4970,irony,F:,threatening
4971,inferiority,E:,stereotypical
4972,inferiority,C:,inferiority
4973,irony,E:,stereotypical
4974,irony,F:,threatening
4975,irony,E:,stereotypical
4976,incitement,E:,stereotypical
4977,irony,E:,stereotypical
4978,irony,E:,stereotypical
4979,inferiority,F:,threatening
4980,inferiority,F:,threatening
4981,irony,E:,stereotypical
4982,white_grievance,E:,stereotypical
4983,irony,E:,stereotypical
4984,inferiority,E:,stereotypical
4985,white_grievance,C:,inferiority
4986,irony,C:,inferiority
4987,irony,E:,stereotypical
4988,irony,E:,stereotypical
4989,inferiority,E:,stereotypical
4990,inferiority,E:,stereotypical
4991,threatening,F:,threatening
4992,incitement,B:,incitement
4993,irony,E:,stereotypical
4994,irony,E:,stereotypical
4995,irony,E:,stereotypical
4996,stereotypical,E:,stereotypical
4997,irony,E:,stereotypical
4998,irony,E:,stereotypical
4999,inferiority,C:,inferiority
5000,irony,C:,inferiority
5001,white_grievance,E:,stereotypical
5002,white_grievance,E:,stereotypical
5003,inferiority,E:,stereotypical
5004,inferiority,E:,stereotypical
5005,irony,E:,stereotypical
5006,inferiority,F:,threatening
5007,irony,E:,stereotypical
5008,threatening,F:,threatening
5009,inferiority,C:,inferiority
5010,irony,D:,irony
5011,inferiority,C:,inferiority
5012,irony,E:,stereotypical
5013,irony,E:,stereotypical
5014,irony,E:,stereotypical
5015,threatening,C:,inferiority
5016,irony,E:,stereotypical
5017,irony,E:,stereotypical
5018,irony,E:,stereotypical
5019,irony,E:,stereotypical
5020,irony,C:,inferiority
5021,irony,E:,stereotypical
5022,irony,E:,stereotypical
5023,irony,E:,stereotypical
5024,irony,E:,stereotypical
5025,irony,E:,stereotypical
5026,irony,E:,stereotypical
5027,irony,C:,inferiority
5028,inferiority,E:,stereotypical
5029,threatening,B:,incitement
5030,threatening,F:,threatening
5031,irony,E:,stereotypical
5032,irony,E:,stereotypical
5033,inferiority,C:,inferiority
5034,threatening,C:,inferiority
5035,inferiority,F:,threatening
5036,irony,E:,stereotypical
5037,irony,E:,stereotypical
5038,irony,E:,stereotypical
5039,threatening,F:,threatening
5040,threatening,F:,threatening
5041,threatening,E:,stereotypical
5042,threatening,E:,stereotypical
5043,threatening,E:,stereotypical
5044,threatening,F:,threatening
5045,threatening,E:,stereotypical
5046,threatening,E:,stereotypical
5047,threatening,E:,stereotypical
5048,threatening,E:,stereotypical
5049,threatening,F:,threatening
5050,threatening,F:,threatening
5051,threatening,E:,stereotypical
5052,threatening,F:,threatening
5053,irony,E:,stereotypical
5054,threatening,E:,stereotypical
5055,inferiority,E:,stereotypical
5056,threatening,E:,stereotypical
5057,threatening,F:,threatening
5058,threatening,C:,inferiority
5059,threatening,E:,stereotypical
5060,threatening,F:,threatening
5061,white_grievance,E:,stereotypical
5062,threatening,F:,threatening
5063,threatening,F:,threatening
5064,threatening,F:,threatening
5065,threatening,F:,threatening
5066,threatening,E:,stereotypical
5067,threatening,E:,stereotypical
5068,threatening,E:,stereotypical
5069,threatening,C:,inferiority
5070,threatening,E:,stereotypical
5071,white_grievance,F:,threatening
5072,threatening,E:,stereotypical
5073,inferiority,B:,incitement
5074,irony,E:,stereotypical
5075,threatening,F:,threatening
5076,threatening,E:,stereotypical
5077,threatening,B:,incitement
5078,threatening,E:,stereotypical
5079,threatening,F:,threatening
5080,threatening,E:,stereotypical
5081,white_grievance,E:,stereotypical
5082,threatening,F:,threatening
5083,white_grievance,E:,stereotypical
5084,threatening,F:,threatening
5085,threatening,E:,stereotypical
5086,irony,E:,stereotypical
5087,irony,B:,incitement
5088,threatening,F:,threatening
5089,threatening,F:,threatening
5090,white_grievance,E:,stereotypical
5091,white_grievance,E:,stereotypical
5092,white_grievance,C:,inferiority
5093,threatening,F:,threatening
5094,white_grievance,E:,stereotypical
5095,threatening,F:,threatening
5096,threatening,F:,threatening
5097,threatening,F:,threatening
5098,threatening,E:,stereotypical
5099,threatening,F:,threatening
5100,threatening,E:,stereotypical
5101,threatening,E:,stereotypical
5102,threatening,E:,stereotypical
5103,threatening,E:,stereotypical
5104,irony,E:,stereotypical
5105,threatening,E:,stereotypical
5106,irony,F:,threatening
5107,threatening,F:,threatening
5108,threatening,F:,threatening
5109,threatening,F:,threatening
5110,incitement,E:,stereotypical
5111,threatening,F:,threatening
5112,threatening,F:,threatening
5113,white_grievance,E:,stereotypical
5114,white_grievance,E:,stereotypical
5115,white_grievance,E:,stereotypical
5116,threatening,E:,stereotypical
5117,threatening,E:,stereotypical
5118,threatening,F:,threatening
5119,threatening,F:,threatening
5120,white_grievance,E:,stereotypical
5121,threatening,F:,threatening
5122,threatening,F:,threatening
5123,threatening,F:,threatening
5124,threatening,E:,stereotypical
5125,threatening,F:,threatening
5126,threatening,F:,threatening
5127,threatening,F:,threatening
5128,white_grievance,E:,stereotypical
5129,irony,D:,irony
5130,threatening,F:,threatening
5131,threatening,E:,stereotypical
5132,threatening,F:,threatening
5133,threatening,E:,stereotypical
5134,threatening,E:,stereotypical
5135,threatening,F:,threatening
5136,white_grievance,F:,threatening
5137,white_grievance,E:,stereotypical
5138,threatening,E:,stereotypical
5139,white_grievance,E:,stereotypical
5140,threatening,E:,stereotypical
5141,threatening,B:,incitement
5142,threatening,C:,inferiority
5143,threatening,F:,threatening
5144,threatening,E:,stereotypical
5145,threatening,E:,stereotypical
5146,white_grievance,E:,stereotypical
5147,threatening,F:,threatening
5148,threatening,E:,stereotypical
5149,threatening,F:,threatening
5150,threatening,F:,threatening
5151,threatening,B:,incitement
5152,threatening,E:,stereotypical
5153,threatening,E:,stereotypical
5154,threatening,E:,stereotypical
5155,stereotypical,E:,stereotypical
5156,threatening,B:,incitement
5157,threatening,B:,incitement
5158,threatening,E:,stereotypical
5159,stereotypical,C:,inferiority
5160,threatening,F:,threatening
5161,threatening,C:,inferiority
5162,threatening,F:,threatening
5163,threatening,E:,stereotypical
5164,incitement,E:,stereotypical
5165,incitement,E:,stereotypical
5166,threatening,F:,threatening
5167,incitement,E:,stereotypical
5168,inferiority,E:,stereotypical
5169,threatening,B:,incitement
5170,threatening,F:,threatening
5171,threatening,F:,threatening
5172,threatening,F:,threatening
5173,white_grievance,E:,stereotypical
5174,threatening,B:,incitement
5175,threatening,B:,incitement
5176,white_grievance,E:,stereotypical
5177,threatening,B:,incitement
5178,threatening,F:,threatening
5179,white_grievance,E:,stereotypical
5180,white_grievance,F:,threatening
5181,white_grievance,E:,stereotypical
5182,incitement,F:,threatening
5183,threatening,E:,stereotypical
5184,threatening,F:,threatening
5185,threatening,F:,threatening
5186,threatening,F:,threatening
5187,threatening,F:,threatening
5188,irony,E:,stereotypical
5189,threatening,D:,irony
5190,white_grievance,E:,stereotypical
5191,incitement,E:,stereotypical
5192,threatening,C:,inferiority
5193,threatening,E:,stereotypical
5194,threatening,F:,threatening
5195,threatening,F:,threatening
5196,threatening,B:,incitement
5197,threatening,F:,threatening
5198,stereotypical,E:,stereotypical
5199,threatening,C:,inferiority
5200,white_grievance,E:,stereotypical
5201,threatening,D:,irony
5202,threatening,F:,threatening
5203,threatening,B:,incitement
5204,incitement,E:,stereotypical
5205,white_grievance,E:,stereotypical
5206,white_grievance,E:,stereotypical
5207,white_grievance,E:,stereotypical
5208,incitement,E:,stereotypical
5209,inferiority,F:,threatening
5210,incitement,F:,threatening
5211,threatening,F:,threatening
5212,threatening,B:,incitement
5213,white_grievance,E:,stereotypical
5214,threatening,F:,threatening
5215,threatening,F:,threatening
5216,white_grievance,E:,stereotypical
5217,incitement,E:,stereotypical
5218,threatening,E:,stereotypical
5219,threatening,E:,stereotypical
5220,incitement,F:,threatening
5221,threatening,E:,stereotypical
5222,threatening,E:,stereotypical
5223,white_grievance,E:,stereotypical
5224,threatening,C:,inferiority
5225,white_grievance,E:,stereotypical
5226,threatening,F:,threatening
5227,threatening,F:,threatening
5228,white_grievance,F:,threatening
5229,threatening,E:,stereotypical
5230,irony,C:,inferiority
5231,irony,B:,incitement
5232,incitement,F:,threatening
5233,inferiority,F:,threatening
5234,threatening,F:,threatening
5235,incitement,E:,stereotypical
5236,threatening,F:,threatening
5237,threatening,F:,threatening
5238,threatening,E:,stereotypical
5239,threatening,E:,stereotypical
5240,white_grievance,E:,stereotypical
5241,threatening,F:,threatening
5242,incitement,E:,stereotypical
5243,threatening,F:,threatening
5244,inferiority,E:,stereotypical
5245,threatening,F:,threatening
5246,threatening,E:,stereotypical
5247,threatening,C:,inferiority
5248,incitement,F:,threatening
5249,incitement,E:,stereotypical
5250,white_grievance,E:,stereotypical
5251,threatening,E:,stereotypical
5252,incitement,E:,stereotypical
5253,irony,E:,stereotypical
5254,incitement,E:,stereotypical
5255,threatening,F:,threatening
5256,threatening,F:,threatening
5257,threatening,F:,threatening
5258,incitement,E:,stereotypical
5259,stereotypical,E:,stereotypical
5260,threatening,E:,stereotypical
5261,threatening,F:,threatening
5262,threatening,F:,threatening
5263,threatening,F:,threatening
5264,threatening,F:,threatening
5265,threatening,B:,incitement
5266,threatening,F:,threatening
5267,stereotypical,E:,stereotypical
5268,threatening,C:,inferiority
5269,white_grievance,E:,stereotypical
5270,incitement,B:,incitement
5271,threatening,F:,threatening
5272,irony,E:,stereotypical
5273,incitement,E:,stereotypical
5274,incitement,C:,inferiority
5275,threatening,F:,threatening
5276,threatening,C:,inferiority
5277,incitement,E:,stereotypical
5278,threatening,F:,threatening
5279,threatening,F:,threatening
5280,white_grievance,E:,stereotypical
5281,threatening,B:,incitement
5282,threatening,F:,threatening
5283,incitement,E:,stereotypical
5284,incitement,F:,threatening
5285,incitement,F:,threatening
5286,threatening,F:,threatening
5287,incitement,B:,incitement
5288,threatening,F:,threatening
5289,incitement,E:,stereotypical
5290,threatening,F:,threatening
5291,white_grievance,E:,stereotypical
5292,incitement,F:,threatening
5293,incitement,E:,stereotypical
5294,incitement,F:,threatening
5295,threatening,F:,threatening
5296,threatening,E:,stereotypical
5297,threatening,F:,threatening
5298,white_grievance,E:,stereotypical
5299,inferiority,E:,stereotypical
5300,incitement,E:,stereotypical
5301,incitement,E:,stereotypical
5302,threatening,C:,inferiority
5303,stereotypical,B:,incitement
5304,white_grievance,E:,stereotypical
5305,irony,C:,inferiority
5306,incitement,E:,stereotypical
5307,threatening,F:,threatening
5308,threatening,F:,threatening
5309,threatening,F:,threatening
5310,threatening,F:,threatening
5311,threatening,F:,threatening
5312,white_grievance,C:,inferiority
5313,incitement,C:,inferiority
5314,white_grievance,E:,stereotypical
5315,threatening,F:,threatening
5316,white_grievance,E:,stereotypical
5317,threatening,F:,threatening
5318,threatening,F:,threatening
5319,white_grievance,C:,inferiority
5320,threatening,F:,threatening
5321,incitement,E:,stereotypical
5322,white_grievance,C:,inferiority
5323,incitement,E:,stereotypical
5324,incitement,F:,threatening
5325,incitement,F:,threatening
5326,incitement,E:,stereotypical
5327,white_grievance,E:,stereotypical
5328,incitement,E:,stereotypical
5329,incitement,E:,stereotypical
5330,threatening,F:,threatening
5331,threatening,F:,threatening
5332,incitement,E:,stereotypical
5333,threatening,E:,stereotypical
5334,incitement,F:,threatening
5335,incitement,E:,stereotypical
5336,threatening,E:,stereotypical
5337,threatening,F:,threatening
5338,threatening,E:,stereotypical
5339,incitement,E:,stereotypical
5340,threatening,B:,incitement
5341,threatening,C:,inferiority
5342,threatening,F:,threatening
5343,threatening,F:,threatening
5344,threatening,F:,threatening
5345,threatening,F:,threatening
5346,threatening,C:,inferiority
5347,white_grievance,C:,inferiority
5348,threatening,E:,stereotypical
5349,incitement,E:,stereotypical
5350,incitement,E:,stereotypical
5351,incitement,E:,stereotypical
5352,incitement,E:,stereotypical
5353,threatening,F:,threatening
5354,threatening,E:,stereotypical
5355,threatening,F:,threatening
5356,threatening,F:,threatening
5357,threatening,E:,stereotypical
5358,threatening,E:,stereotypical
5359,threatening,C:,inferiority
5360,threatening,F:,threatening
5361,threatening,F:,threatening
5362,threatening,F:,threatening
5363,threatening,F:,threatening
5364,threatening,C:,inferiority
5365,threatening,F:,threatening
5366,threatening,F:,threatening
5367,incitement,E:,stereotypical
5368,threatening,F:,threatening
5369,threatening,F:,threatening
5370,white_grievance,E:,stereotypical
5371,threatening,C:,inferiority
5372,threatening,F:,threatening
5373,threatening,F:,threatening
5374,threatening,F:,threatening
5375,incitement,C:,inferiority
5376,threatening,E:,stereotypical
5377,threatening,E:,stereotypical
5378,threatening,C:,inferiority
5379,threatening,F:,threatening
5380,white_grievance,E:,stereotypical
5381,threatening,F:,threatening
5382,white_grievance,E:,stereotypical
5383,threatening,E:,stereotypical
5384,incitement,E:,stereotypical
5385,white_grievance,E:,stereotypical
5386,threatening,E:,stereotypical
5387,threatening,F:,threatening
5388,threatening,F:,threatening
5389,threatening,E:,stereotypical
5390,threatening,C:,inferiority
5391,threatening,E:,stereotypical
5392,threatening,E:,stereotypical
5393,threatening,E:,stereotypical
5394,threatening,F:,threatening
5395,threatening,B:,incitement
5396,stereotypical,B:,incitement
5397,incitement,F:,threatening
5398,threatening,F:,threatening
5399,irony,F:,threatening
5400,incitement,E:,stereotypical
5401,incitement,F:,threatening
5402,threatening,F:,threatening
5403,threatening,F:,threatening
5404,incitement,E:,stereotypical
5405,incitement,E:,stereotypical
5406,stereotypical,F:,threatening
5407,incitement,E:,stereotypical
5408,threatening,F:,threatening
5409,threatening,F:,threatening
5410,incitement,F:,threatening
5411,incitement,E:,stereotypical
5412,incitement,E:,stereotypical
5413,incitement,F:,threatening
5414,threatening,F:,threatening
5415,threatening,E:,stereotypical
5416,threatening,B:,incitement
5417,threatening,F:,threatening
5418,incitement,E:,stereotypical
5419,irony,D:,irony
5420,incitement,E:,stereotypical
5421,incitement,E:,stereotypical
5422,threatening,B:,incitement
5423,irony,E:,stereotypical
5424,threatening,F:,threatening
5425,incitement,F:,threatening
5426,threatening,F:,threatening
5427,incitement,E:,stereotypical
5428,threatening,F:,threatening
5429,irony,F:,threatening
5430,incitement,E:,stereotypical
5431,incitement,E:,stereotypical
5432,incitement,E:,stereotypical
5433,incitement,E:,stereotypical
5434,incitement,E:,stereotypical
5435,white_grievance,E:,stereotypical
5436,white_grievance,E:,stereotypical
5437,threatening,B:,incitement
5438,white_grievance,E:,stereotypical
5439,threatening,E:,stereotypical
5440,threatening,E:,stereotypical
5441,threatening,B:,incitement
5442,threatening,E:,stereotypical
5443,threatening,E:,stereotypical
5444,threatening,E:,stereotypical
5445,threatening,F:,threatening
5446,threatening,E:,stereotypical
5447,threatening,E:,stereotypical
5448,irony,F:,threatening
5449,threatening,F:,threatening
5450,inferiority,C:,inferiority
5451,irony,B:,incitement
5452,threatening,B:,incitement
5453,irony,E:,stereotypical
5454,threatening,E:,stereotypical
5455,threatening,F:,threatening
5456,threatening,E:,stereotypical
5457,threatening,F:,threatening
5458,threatening,F:,threatening
5459,irony,E:,stereotypical
5460,threatening,E:,stereotypical
5461,threatening,F:,threatening
5462,threatening,F:,threatening
5463,threatening,F:,threatening
5464,irony,E:,stereotypical
5465,threatening,B:,incitement
5466,threatening,F:,threatening
5467,inferiority,E:,stereotypical
5468,irony,E:,stereotypical
5469,threatening,C:,inferiority
5470,threatening,E:,stereotypical
5471,threatening,F:,threatening
5472,threatening,F:,threatening
5473,threatening,F:,threatening
5474,inferiority,C:,inferiority
5475,threatening,F:,threatening
5476,threatening,E:,stereotypical
5477,threatening,F:,threatening
5478,threatening,E:,stereotypical
5479,threatening,F:,threatening
5480,threatening,F:,threatening
5481,threatening,F:,threatening
5482,threatening,E:,stereotypical
5483,irony,E:,stereotypical
5484,threatening,E:,stereotypical
5485,threatening,E:,stereotypical
5486,threatening,F:,threatening
5487,threatening,E:,stereotypical
5488,threatening,A:,white_grievance
5489,threatening,E:,stereotypical
5490,threatening,E:,stereotypical
5491,threatening,E:,stereotypical
5492,threatening,E:,stereotypical
5493,threatening,F:,threatening
5494,irony,C:,inferiority
5495,threatening,F:,threatening
5496,threatening,E:,stereotypical
5497,irony,F:,threatening
5498,threatening,F:,threatening
5499,threatening,E:,stereotypical
5500,threatening,F:,threatening
5501,irony,B:,incitement
5502,threatening,F:,threatening
5503,threatening,F:,threatening
5504,threatening,E:,stereotypical
5505,threatening,E:,stereotypical
5506,threatening,F:,threatening
5507,threatening,F:,threatening
5508,threatening,F:,threatening
5509,threatening,F:,threatening
5510,threatening,F:,threatening
5511,threatening,E:,stereotypical
5512,irony,B:,incitement
5513,threatening,E:,stereotypical
5514,threatening,F:,threatening
5515,irony,C:,inferiority
5516,threatening,F:,threatening
5517,threatening,C:,inferiority
5518,threatening,E:,stereotypical
5519,threatening,E:,stereotypical
5520,inferiority,E:,stereotypical
5521,inferiority,F:,threatening
5522,threatening,E:,stereotypical
5523,irony,E:,stereotypical
5524,threatening,C:,inferiority
5525,threatening,F:,threatening
5526,threatening,F:,threatening
5527,threatening,E:,stereotypical
5528,threatening,F:,threatening
5529,threatening,F:,threatening
5530,threatening,E:,stereotypical
5531,threatening,F:,threatening
5532,threatening,C:,inferiority
5533,threatening,F:,threatening
5534,threatening,E:,stereotypical
5535,threatening,F:,threatening
5536,threatening,C:,inferiority
5537,incitement,F:,threatening
5538,irony,E:,stereotypical
5539,threatening,F:,threatening
5540,threatening,F:,threatening
5541,threatening,E:,stereotypical
5542,threatening,E:,stereotypical
5543,threatening,F:,threatening
5544,threatening,B:,incitement
5545,threatening,E:,stereotypical
5546,threatening,E:,stereotypical
5547,threatening,B:,incitement
5548,threatening,F:,threatening
5549,threatening,F:,threatening
5550,threatening,E:,stereotypical
5551,threatening,F:,threatening
5552,threatening,F:,threatening
5553,threatening,E:,stereotypical
5554,threatening,E:,stereotypical
5555,threatening,F:,threatening
5556,threatening,F:,threatening
5557,threatening,C:,inferiority
5558,threatening,E:,stereotypical
5559,threatening,E:,stereotypical
5560,threatening,F:,threatening
5561,threatening,E:,stereotypical
5562,threatening,E:,stereotypical
5563,threatening,F:,threatening
5564,threatening,B:,incitement
5565,threatening,F:,threatening
5566,threatening,E:,stereotypical
5567,threatening,F:,threatening
5568,threatening,E:,stereotypical
5569,inferiority,E:,stereotypical
5570,threatening,F:,threatening
5571,irony,F:,threatening
5572,threatening,F:,threatening
5573,threatening,E:,stereotypical
5574,threatening,E:,stereotypical
5575,threatening,E:,stereotypical
5576,threatening,E:,stereotypical
5577,threatening,E:,stereotypical
5578,threatening,F:,threatening
5579,threatening,E:,stereotypical
5580,threatening,E:,stereotypical
5581,irony,E:,stereotypical
5582,threatening,F:,threatening
5583,threatening,E:,stereotypical
5584,threatening,B:,incitement
5585,threatening,F:,threatening
5586,irony,F:,threatening
5587,threatening,E:,stereotypical
5588,threatening,F:,threatening
5589,threatening,C:,inferiority
5590,threatening,E:,stereotypical
5591,threatening,E:,stereotypical
5592,threatening,E:,stereotypical
5593,threatening,E:,stereotypical
5594,threatening,B:,incitement
5595,irony,E:,stereotypical
5596,irony,B:,incitement
5597,threatening,E:,stereotypical
5598,threatening,F:,threatening
5599,threatening,F:,threatening
5600,threatening,F:,threatening
5601,threatening,F:,threatening
5602,threatening,E:,stereotypical
5603,threatening,F:,threatening
5604,inferiority,E:,stereotypical
5605,threatening,E:,stereotypical
5606,irony,C:,inferiority
5607,irony,E:,stereotypical
5608,irony,C:,inferiority
5609,threatening,F:,threatening
5610,threatening,E:,stereotypical
5611,threatening,E:,stereotypical
5612,threatening,B:,incitement
5613,threatening,F:,threatening
5614,threatening,C:,inferiority
5615,threatening,E:,stereotypical
5616,threatening,F:,threatening
5617,threatening,F:,threatening
5618,threatening,F:,threatening
5619,threatening,C:,inferiority
5620,threatening,F:,threatening
5621,threatening,E:,stereotypical
5622,threatening,F:,threatening
5623,threatening,F:,threatening
5624,threatening,F:,threatening
5625,threatening,F:,threatening
5626,threatening,B:,incitement
5627,threatening,F:,threatening
5628,stereotypical,B:,incitement
5629,threatening,E:,stereotypical
5630,threatening,E:,stereotypical
5631,threatening,B:,incitement
5632,threatening,B:,incitement
5633,inferiority,E:,stereotypical
5634,threatening,C:,inferiority
5635,threatening,B:,incitement
5636,irony,E:,stereotypical
5637,threatening,B:,incitement
5638,threatening,E:,stereotypical
5639,threatening,F:,threatening
5640,threatening,F:,threatening
5641,inferiority,C:,inferiority
5642,inferiority,C:,inferiority
5643,threatening,E:,stereotypical
5644,irony,C:,inferiority
5645,threatening,F:,threatening
5646,threatening,B:,incitement
5647,threatening,E:,stereotypical
5648,threatening,B:,incitement
5649,threatening,F:,threatening
5650,threatening,F:,threatening
5651,irony,D:,irony
5652,threatening,E:,stereotypical
5653,irony,E:,stereotypical
5654,threatening,E:,stereotypical
5655,threatening,C:,inferiority
5656,irony,E:,stereotypical
5657,threatening,F:,threatening
5658,threatening,E:,stereotypical
5659,threatening,B:,incitement
5660,threatening,E:,stereotypical
5661,threatening,B:,incitement
5662,threatening,E:,stereotypical
5663,threatening,B:,incitement
5664,threatening,F:,threatening
5665,threatening,F:,threatening
5666,threatening,E:,stereotypical
5667,threatening,F:,threatening
5668,threatening,C:,inferiority
5669,threatening,E:,stereotypical
5670,inferiority,B:,incitement
5671,threatening,F:,threatening
5672,threatening,C:,inferiority
5673,threatening,E:,stereotypical
5674,threatening,E:,stereotypical
5675,threatening,E:,stereotypical
5676,threatening,F:,threatening
5677,threatening,E:,stereotypical
5678,stereotypical,E:,stereotypical
5679,inferiority,E:,stereotypical
5680,threatening,E:,stereotypical
5681,threatening,F:,threatening
5682,inferiority,E:,stereotypical
5683,threatening,F:,threatening
5684,threatening,B:,incitement
5685,inferiority,E:,stereotypical
5686,threatening,B:,incitement
5687,threatening,F:,threatening
5688,threatening,E:,stereotypical
5689,threatening,E:,stereotypical
5690,inferiority,C:,inferiority
5691,threatening,F:,threatening
5692,threatening,F:,threatening
5693,threatening,F:,threatening
5694,threatening,F:,threatening
5695,irony,E:,stereotypical
5696,incitement,F:,threatening
5697,inferiority,E:,stereotypical
5698,irony,E:,stereotypical
5699,threatening,F:,threatening
5700,threatening,F:,threatening
5701,inferiority,C:,inferiority
5702,threatening,F:,threatening
5703,inferiority,E:,stereotypical
5704,threatening,F:,threatening
5705,threatening,F:,threatening
5706,irony,F:,threatening
5707,inferiority,E:,stereotypical
5708,threatening,F:,threatening
5709,inferiority,F:,threatening
5710,threatening,E:,stereotypical
5711,threatening,F:,threatening
5712,threatening,B:,incitement
5713,threatening,E:,stereotypical
5714,threatening,F:,threatening
5715,threatening,F:,threatening
5716,threatening,F:,threatening
5717,threatening,F:,threatening
5718,threatening,E:,stereotypical
5719,inferiority,F:,threatening
5720,inferiority,F:,threatening
5721,threatening,F:,threatening
5722,inferiority,F:,threatening
5723,threatening,F:,threatening
5724,threatening,F:,threatening
5725,threatening,B:,incitement
5726,threatening,F:,threatening
5727,threatening,C:,inferiority
5728,threatening,F:,threatening
5729,threatening,F:,threatening
5730,threatening,F:,threatening
5731,threatening,F:,threatening
5732,threatening,F:,threatening
5733,threatening,C:,inferiority
5734,threatening,C:,inferiority
5735,threatening,C:,inferiority
5736,threatening,F:,threatening
5737,stereotypical,B:,incitement
5738,threatening,C:,inferiority
5739,threatening,B:,incitement
5740,threatening,C:,inferiority
5741,threatening,F:,threatening
5742,threatening,E:,stereotypical
5743,threatening,F:,threatening
5744,threatening,B:,incitement
5745,threatening,F:,threatening
5746,stereotypical,F:,threatening
5747,threatening,C:,inferiority
5748,threatening,F:,threatening
5749,irony,F:,threatening
5750,threatening,F:,threatening
5751,white_grievance,C:,inferiority
5752,stereotypical,E:,stereotypical
5753,threatening,C:,inferiority
5754,threatening,F:,threatening
5755,stereotypical,C:,inferiority
5756,threatening,E:,stereotypical
5757,incitement,F:,threatening
5758,threatening,F:,threatening
5759,stereotypical,E:,stereotypical
5760,stereotypical,C:,inferiority
5761,threatening,B:,incitement
5762,stereotypical,E:,stereotypical
5763,incitement,F:,threatening
5764,threatening,F:,threatening
5765,threatening,B:,incitement
5766,stereotypical,F:,threatening
5767,threatening,F:,threatening
5768,threatening,C:,inferiority
5769,stereotypical,F:,threatening
5770,stereotypical,E:,stereotypical
5771,threatening,F:,threatening
5772,stereotypical,B:,incitement
5773,stereotypical,B:,incitement
5774,threatening,B:,incitement
5775,incitement,C:,inferiority
5776,stereotypical,B:,incitement
5777,threatening,A:,white_grievance
5778,threatening,F:,threatening
5779,stereotypical,E:,stereotypical
5780,threatening,F:,threatening
5781,threatening,F:,threatening
5782,threatening,A:,white_grievance
5783,stereotypical,C:,inferiority
5784,threatening,F:,threatening
5785,threatening,F:,threatening
5786,threatening,A:,white_grievance
5787,threatening,E:,stereotypical
5788,threatening,E:,stereotypical
5789,threatening,E:,stereotypical
5790,threatening,F:,threatening
5791,threatening,B:,incitement
5792,threatening,F:,threatening
5793,threatening,F:,threatening
5794,threatening,B:,incitement
5795,threatening,F:,threatening
5796,threatening,B:,incitement
5797,incitement,B:,incitement
5798,threatening,B:,incitement
5799,threatening,F:,threatening
5800,inferiority,E:,stereotypical
5801,threatening,B:,incitement
5802,threatening,F:,threatening
5803,inferiority,E:,stereotypical
5804,irony,C:,inferiority
5805,irony,C:,inferiority
5806,threatening,F:,threatening
